delivery_id,order_id,store_id,rider_id,order_ts,pickup_ts,delivery_ts,promised_mins,actual_mins,pick_pack_mins,distance_km,is_late,is_rainy
D00034194,O00012240,S014,R152,2025-12-08 09:58:58,2025-12-08 10:00:58,2025-12-08 10:22:16,35,23.3,2,2.7,0,0
D00034198,O00012241,S014,R126,2025-12-08 10:17:48,2025-12-08 10:25:48,2025-12-08 10:34:54,35,17.1,8,2.33,0,0
D00034203,O00012242,S014,R132,2025-12-08 19:42:23,2025-12-08 19:49:23,2025-12-08 20:01:53,35,19.5,7,3.56,0,No
D00034205,O00012243,S014,R119,2025-12-09 21:02:42,2025-12-09 21:04:42,2025-12-09 21:44:54,35,62.4,2,2.25,1,Yes
D00034209,O00012244,S014,R122,2025-12-09 06:39:25,2025-12-09 06:44:25,2025-12-09 07:06:55,35,37.4,5,2.27,1,1
D00034213,O00012245,S014,R136,2025-12-09 20:47:21,2025-12-09 20:52:21,2025-12-09 21:30:15,35,64.4,5,2.1,1,Yes
D00034217,O00012246,S014,R041,2025-12-09 08:40:44,2025-12-09 08:46:44,2025-12-09 09:08:50,35,44.4,6,2.43,1,1
D00034218,O00012247,S014,R026,2025-12-10 19:32:03,2025-12-10 19:39:03,2025-12-10 20:21:39,35,71.3,7,1.84,1,Yes
D00034221,O00012248,S014,R173,2025-12-10 18:07:04,2025-12-10 18:12:04,2025-12-10 18:50:10,35,60,5,2.97,1,1
D00034226,O00012249,S014,R197,2025-12-10 15:01:58,2025-12-10 15:06:58,2025-12-10 15:34:40,35,43.7,5,1.87,1,1
D00034227,O00012250,S014,R106,2025-12-10 05:28:24,2025-12-10 05:34:24,2025-12-10 06:01:30,35,49.7,6,2.73,1,1
D00034229,O00012251,S014,R096,2025-12-11 18:16:29,2025-12-11 18:21:29,2025-12-11 19:03:53,35,69.9,5,1.8,1,1
D00034234,O00012252,S014,R027,2025-12-11 20:43:03,2025-12-11 20:45:03,2025-12-11 21:20:45,35,55.2,2,2.43,1,Yes
D00034235,O00012253,S014,R180,2025-12-11 19:02:42,2025-12-11 19:08:42,2025-12-11 19:32:18,35,46.8,6,2.46,1,1
D00034238,O00012254,S014,R038,2025-12-11 21:20:35,2025-12-11 21:23:35,2025-12-11 22:04:35,35,70.1,3,2.53,1,1
D00034240,O00012255,S014,R046,2025-12-12 17:23:07,2025-12-12 17:27:07,2025-12-12 17:50:25,35,41.4,4,2.48,1,1
D00034247,O00012257,S014,R013,2025-12-12 10:34:55,2025-12-12 10:40:55,2025-12-12 11:17:25,35,57.7,6,1.74,1,1
D00034249,O00012258,S014,R090,2025-12-13 19:24:53,2025-12-13 19:31:53,2025-12-13 20:02:11,35,59.1,7,2.18,1,1
D00034251,O00012259,S014,R056,2025-12-13 23:57:11,2025-12-14 00:05:11,2025-12-14 00:36:41,35,55.4,8,2.24,1,1
D00034254,O00012260,S014,R060,2025-12-13 08:43:25,2025-12-13 08:51:25,2025-12-13 09:24:01,35,53.7,8,2.11,1,1
D00034257,O00012261,S014,R152,2025-12-13 21:31:27,2025-12-13 21:35:27,2025-12-13 22:06:21,35,47.9,4,2.57,1,1
D00034260,O00012262,S014,R105,2025-12-13 18:08:53,2025-12-13 18:11:53,2025-12-13 18:49:47,35,63.4,3,1.57,1,1
D00034265,O00012263,S014,R183,2025-12-14 22:30:54,2025-12-14 22:35:54,2025-12-14 23:10:18,35,53.6,5,2.05,1,1
D00034266,O00012264,S014,R067,2025-12-14 17:01:30,2025-12-14 17:04:30,2025-12-14 17:27:54,35,37.4,3,2.75,1,1
D00034267,O00012265,S014,R121,2025-12-14 18:32:27,2025-12-14 18:37:27,2025-12-14 19:10:51,35,53.1,5,3.14,1,1
D00034268,O00012266,S014,R191,2025-12-14 09:34:40,2025-12-14 09:39:40,2025-12-14 10:10:40,35,47.3,5,2.32,1,1
D00034269,O00012267,S014,R187,2025-12-14 19:32:52,2025-12-14 19:37:52,2025-12-14 20:13:10,35,59.2,5,2.07,1,Yes
D00034272,O00012268,S014,R148,2025-12-14 23:14:50,2025-12-14 23:17:50,2025-12-14 23:46:14,35,46.7,3,2.39,1,1
D00034274,O00012269,S014,R044,2025-12-14 11:57:51,2025-12-14 12:04:51,2025-12-14 12:35:45,35,58.3,7,1.82,1,1
D00034275,O00012270,S014,R078,2025-12-14 06:00:36,2025-12-14 06:03:36,2025-12-14 06:38:06,35,53.4,3,2.51,1,1
D00034280,O00012271,S014,R180,2025-12-15 12:06:32,2025-12-15 12:11:32,2025-12-15 12:44:56,35,51.5,5,2.61,1,1
D00034285,O00012272,S014,R165,2025-12-15 19:12:14,2025-12-15 19:17:14,2025-12-15 19:50:14,35,56.8,5,2.39,1,1
D00034288,O00012273,S014,R191,2025-12-15 18:37:40,2025-12-15 18:43:40,2025-12-15 19:17:04,35,61.7,6,2.74,1,1
D00034291,O00012274,S014,R131,2025-12-15 22:36:17,2025-12-15 22:42:17,2025-12-15 23:14:59,35,51.7,6,2.73,1,1
D00034292,O00012275,S014,R098,2025-12-15 21:19:18,2025-12-15 21:25:18,2025-12-15 22:05:06,35,62,6,2.62,1,1
D00034293,O00012276,S014,R123,2025-12-15 21:15:56,2025-12-15 21:22:56,2025-12-15 22:04:38,35,68.1,7,1.94,1,1
D00034294,O00012277,S014,R014,2025-12-16 20:46:19,2025-12-16 20:52:19,2025-12-16 21:21:01,35,51.9,6,3.76,1,1
D00034296,O00012278,S014,R112,2025-12-16 16:04:00,2025-12-16 16:10:00,2025-12-16 16:42:06,35,55.5,6,2.48,1,1
D00034300,O00012279,S014,R158,2025-12-16 14:51:53,2025-12-16 14:55:53,2025-12-16 15:21:41,35,45.1,4,2.61,1,1
D00034304,O00012280,S014,R137,2025-12-16 21:36:19,2025-12-16 21:41:19,2025-12-16 22:16:37,35,52.8,5,2.64,1,1
D00034305,O00012281,S014,R049,2025-12-17 20:51:36,2025-12-17 20:58:36,2025-12-17 21:29:06,35,57.9,7,3.39,1,1
D00034309,O00012282,S014,R186,2025-12-17 08:47:52,2025-12-17 08:55:52,2025-12-17 09:25:40,35,60.3,8,1.84,1,1
D00034313,O00012283,S014,R063,2025-12-17 18:01:17,2025-12-17 18:05:17,2025-12-17 18:34:53,35,44.2,4,2.2,1,1
D00034318,O00012284,S014,R124,2025-12-18 18:28:30,2025-12-18 18:32:30,2025-12-18 19:18:12,35,72,4,1.58,1,Yes
D00034323,O00012285,S014,R063,2025-12-18 17:07:49,2025-12-18 17:14:49,2025-12-18 17:45:49,35,57.8,7,1.72,1,1
D00034328,O00012286,S014,R173,2025-12-18 14:02:24,2025-12-18 14:09:24,2025-12-18 14:40:18,35,54.7,7,3.19,1,Yes
D00034332,O00012287,S014,R086,2025-12-18 07:34:18,2025-12-18 07:39:18,2025-12-18 08:06:30,35,47.6,5,2.65,1,1
D00034333,O00012288,S014,R037,2025-12-18 20:36:22,2025-12-18 20:44:22,2025-12-18 21:23:34,35,74.4,8,3.14,1,Yes
D00034338,O00012290,S014,R181,2025-12-19 12:05:21,2025-12-19 12:12:21,2025-12-19 12:44:45,35,57.6,7,3.57,1,1
D00034342,O00012291,S014,R112,2025-12-19 21:30:38,2025-12-19 21:32:38,2025-12-19 22:09:50,35,53.7,2,2.25,1,1
D00034343,O00012292,S014,R159,2025-12-19 09:03:08,2025-12-19 09:09:08,2025-12-19 09:40:56,35,57.5,6,2.98,1,Yes
D00034345,O00012293,S014,R043,2025-12-19 22:49:47,2025-12-19 22:54:47,2025-12-19 23:25:05,35,49.9,5,2.25,1,Yes
D00034347,O00012294,S014,R121,2025-12-19 14:08:08,2025-12-19 14:11:08,2025-12-19 14:33:44,35,,3,2.61,1,1
D00034348,O00012295,S014,R132,2025-12-19 18:51:06,2025-12-19 18:55:06,2025-12-19 19:40:12,35,67.5,4,2.26,1,1
D00034353,O00012296,S014,R134,2025-12-20 09:41:05,2025-12-20 09:46:05,2025-12-20 10:24:17,35,57.2,5,2.04,1,1
D00034356,O00012297,S014,R175,2025-12-20 20:12:23,2025-12-20 20:15:23,2025-12-20 21:01:41,35,77.9,3,2.7,1,Yes
D00034357,O00012298,S014,R163,2025-12-20 22:41:52,2025-12-20 22:48:52,2025-12-20 23:08:52,35,39.7,7,2.05,1,Yes
D00034361,O00012299,S014,R013,2025-12-20 22:16:41,2025-12-20 22:24:41,2025-12-20 22:58:53,35,67,8,2.32,1,Yes
D00034363,O00012300,S014,R139,2025-12-20 20:01:31,2025-12-20 20:09:31,2025-12-20 20:38:43,35,58,8,2.52,1,Yes
D00034366,O00012301,S014,R175,2025-12-20 23:41:03,2025-12-20 23:48:03,2025-12-21 00:22:39,35,,7,2.25,1,1
D00034370,O00012302,S014,R186,2025-12-21 20:07:43,2025-12-21 20:11:43,2025-12-21 20:50:31,35,58.8,4,2.46,1,1
D00034371,O00012303,S014,R010,2025-12-21 18:57:56,2025-12-21 19:02:56,2025-12-21 19:32:44,35,48.5,5,2.48,1,1
D00034376,O00012304,S014,R088,2025-12-21 19:46:02,2025-12-21 19:50:02,2025-12-21 20:15:38,35,42.8,4,3.17,1,1
D00034377,O00012305,S014,R143,2025-12-21 22:23:33,2025-12-21 22:26:33,2025-12-21 23:05:03,35,62.9,3,2.31,1,Yes
D00034379,O00012306,S014,R190,2025-12-21 12:51:53,2025-12-21 12:56:53,2025-12-21 13:28:05,35,54.5,5,2.34,1,1
D00034383,O00012307,S014,R050,2025-12-21 17:31:02,2025-12-21 17:36:02,2025-12-21 18:11:32,35,64.6,5,3.16,1,1
D00034386,O00012308,S014,R104,2025-12-22 19:19:13,2025-12-22 19:24:13,2025-12-22 19:36:07,35,16.9,5,2.8,0,No
D00034388,O00012309,S014,R074,2025-12-22 08:34:34,2025-12-22 08:38:34,2025-12-22 08:50:04,35,15.5,4,2.65,0,No
D00034393,O00012310,S014,R117,2025-12-22 22:58:17,2025-12-22 23:00:17,2025-12-22 23:25:05,35,26.8,2,2.07,0,0
D00034396,O00012311,S014,R085,2025-12-22 18:04:50,2025-12-22 17:59:50,2025-12-22 18:22:02,35,17.2,8,2.37,0,0
D00034401,O00012312,S014,R168,2025-12-22 19:32:33,2025-12-22 19:37:33,2025-12-22 20:07:21,35,34.8,5,2.17,0,0
D00034406,O00012313,S014,R061,2025-12-22 11:57:03,2025-12-22 12:04:03,2025-12-22 12:10:21,35,13.3,7,3.2,0,0
D00034407,O00012314,S014,R112,2025-12-22 10:38:52,2025-12-22 10:45:52,2025-12-22 11:06:58,35,28.1,7,2.04,0,0
D00034408,O00012315,S014,R098,2025-12-22 10:49:40,2025-12-22 10:53:40,2025-12-22 11:08:10,35,18.5,4,2.2,0,0
D00034411,O00012316,S014,R120,2025-12-23 19:18:30,2025-12-23 19:23:30,2025-12-23 19:56:24,35,59.8,5,2.22,1,1
D00034416,O00012317,S014,R047,2025-12-23 18:55:56,2025-12-23 18:57:56,2025-12-23 19:49:02,35,72,2,2.58,1,1
D00034421,O00012318,S014,R144,2025-12-23 21:04:41,2025-12-23 21:08:41,2025-12-23 21:49:11,35,69.3,4,2.24,1,Yes
D00034423,O00012319,S014,R154,2025-12-23 13:13:41,2025-12-23 13:18:41,2025-12-23 13:57:11,35,67.6,5,2.42,1,1
D00034424,O00012320,S014,R010,2025-12-23 22:00:48,2025-12-23 22:03:48,2025-12-23 22:24:12,35,34.5,3,2.74,0,1
D00034427,O00012321,S014,R089,2025-12-23 19:45:13,2025-12-23 19:50:13,2025-12-23 20:22:25,35,52.1,5,2.28,1,Yes
D00034430,O00012322,S014,R152,2025-12-24 20:42:31,2025-12-24 20:44:31,2025-12-24 21:13:25,35,42.1,2,1.38,1,1
D00034431,O00012323,S014,R188,2025-12-24 21:27:11,2025-12-24 21:29:11,2025-12-24 22:12:23,35,61.6,2,2.72,1,1
D00034438,O00012325,S014,R177,2025-12-24 20:48:32,2025-12-24 20:51:32,2025-12-24 21:37:32,35,68.7,3,2.09,1,1
D00034439,O00012326,S014,R159,2025-12-24 10:48:14,2025-12-24 10:50:14,2025-12-24 11:21:26,35,48.2,2,1.67,1,1
D00034444,O00012327,S014,R060,2025-12-24 13:50:57,2025-12-24 13:58:57,2025-12-24 14:22:09,35,46,8,2.1,1,1
D00034445,O00012328,S014,R093,2025-12-25 21:36:52,2025-12-25 21:40:52,2025-12-25 22:10:46,35,47.4,4,2.58,1,1
D00034447,O00012329,S014,R063,2025-12-25 21:46:42,2025-12-25 21:41:42,2025-12-25 22:22:30,35,50.4,7,3.1,1,Yes
D00034451,O00012330,S014,R014,2025-12-25 11:54:32,2025-12-25 11:59:32,2025-12-25 12:26:32,35,,5,1.89,1,1
D00034455,O00012331,S014,R078,2025-12-25 06:01:43,2025-12-25 06:04:43,2025-12-25 06:36:43,35,45.5,3,2.16,1,1
D00034459,O00012332,S014,R012,2025-12-25 14:35:39,2025-12-25 14:43:39,2025-12-25 15:14:03,35,60.4,8,2.56,1,Yes
D00034461,O00012333,S014,R170,2025-12-25 22:23:45,2025-12-25 22:28:45,2025-12-25 23:00:33,35,48,5,2.03,1,1
D00034466,O00012334,S014,R079,2025-12-25 15:57:38,2025-12-25 16:05:38,2025-12-25 16:34:02,35,47.7,8,2.72,1,1
D00034467,O00012335,S014,R070,2025-12-25 23:35:39,2025-12-25 23:43:39,2025-12-26 00:08:03,35,44.1,8,2.25,1,1
D00034472,O00012336,S014,R047,2025-12-25 20:35:01,2025-12-25 20:40:01,2025-12-25 21:03:49,35,43.9,5,2.05,1,1
D00034477,O00012337,S014,R063,2025-12-25 12:50:14,2025-12-25 12:53:14,2025-12-25 13:13:50,35,35.5,3,2.54,1,1
D00034478,O00012338,S014,R147,2025-12-25 20:11:26,2025-12-25 20:16:26,2025-12-25 20:59:08,35,71.3,5,2.16,1,1
D00034481,O00012341,S014,R098,2025-12-26 21:53:36,2025-12-26 21:58:36,2025-12-26 22:25:30,35,47,5,2.65,1,1
D00034482,O00012342,S014,R027,2025-12-26 17:03:26,2025-12-26 17:11:26,2025-12-26 17:25:20,35,29.8,8,2.39,0,Yes
D00034484,O00012343,S014,R174,2025-12-26 05:27:44,2025-12-26 05:35:44,2025-12-26 05:57:20,35,42,8,2.77,1,1
D00034486,O00012344,S014,R054,2025-12-26 18:21:15,2025-12-26 18:26:15,2025-12-26 19:07:03,35,66.1,5,3.43,1,1
D00034489,O00012345,S014,R007,2025-12-26 07:30:47,2025-12-26 07:37:47,2025-12-26 08:07:17,35,53.8,7,1.96,1,1
D00034493,O00012346,S014,R043,2025-12-27 09:39:34,2025-12-27 09:46:34,2025-12-27 10:12:04,35,44.2,7,2.62,1,1
D00034494,O00012347,S014,R127,2025-12-27 19:41:03,2025-12-27 19:47:03,2025-12-27 20:14:39,35,-51,6,2.43,1,1
D00034498,O00012348,S014,R153,2025-12-27 07:01:05,2025-12-27 07:05:05,2025-12-27 07:39:59,35,54.2,4,2.73,1,1
D00034499,O00012349,S014,R083,2025-12-27 18:46:26,2025-12-27 18:48:26,2025-12-27 19:32:56,35,69.7,2,1.85,1,1
D00034503,O00012350,S014,R181,2025-12-27 22:46:32,2025-12-27 22:54:32,2025-12-27 23:29:50,35,63,8,2.62,1,Yes
D00034511,O00012352,S014,R177,2025-12-27 21:49:50,2025-12-27 21:57:50,2025-12-27 22:32:02,35,62.4,8,2.87,1,Yes
D00034512,O00012353,S014,R017,2025-12-27 10:42:24,2025-12-27 10:50:24,2025-12-27 11:16:48,35,49,8,3.04,1,Yes
D00034514,O00012354,S014,R160,2025-12-27 06:17:38,2025-12-27 06:21:38,2025-12-27 06:48:20,35,44,4,2.4,1,1
D00034515,O00012355,S014,R171,2025-12-27 21:06:41,2025-12-27 21:14:41,2025-12-27 21:53:05,35,72.4,8,3.08,1,Yes
D00034518,O00012356,S014,R154,2025-12-27 22:35:34,2025-12-27 22:43:34,2025-12-27 23:18:58,35,62.6,8,2.2,1,Yes
D00034520,O00012357,S014,R002,2025-12-27 19:18:01,2025-12-27 19:25:01,2025-12-27 19:58:13,35,61.8,7,1.91,1,Yes
D00034522,O00012358,S014,R063,2025-12-28 23:19:41,2025-12-28 23:27:41,2025-12-28 23:31:11,35,11.5,8,2.28,0,No
D00034524,O00012359,S014,R117,2025-12-28 20:48:15,2025-12-28 20:56:15,2025-12-28 21:21:33,35,33.3,8,2.74,0,0
D00034529,O00012361,S014,R154,2025-12-28 18:42:58,2025-12-28 18:50:58,2025-12-28 19:11:28,35,28.5,8,3.69,0,0
D00034533,O00012362,S014,R079,2025-12-28 20:27:43,2025-12-28 20:30:43,2025-12-28 20:49:31,35,21.8,3,2.56,0,0
D00034538,O00012363,S014,R192,2025-12-28 13:58:55,2025-12-28 14:00:55,2025-12-28 14:29:25,35,30.5,2,3.29,0,0
D00034539,O00012364,S014,R191,2025-12-28 07:12:20,2025-12-28 07:20:20,2025-12-28 07:28:32,35,16.2,8,2.3,0,No
D00034542,O00012365,S014,R183,2025-12-28 20:36:59,2025-12-28 20:40:59,2025-12-28 21:06:35,35,29.6,4,3.26,0,0
D00034544,O00012366,S014,R077,2025-12-28 16:46:42,2025-12-28 16:48:42,2025-12-28 17:07:06,35,20.4,2,2.74,0,0
D00034549,O00012367,S014,R105,2025-12-28 21:56:58,2025-12-28 22:03:58,2025-12-28 22:23:22,35,26.4,7,2.78,0,0
D00034551,O00012368,S014,R061,2025-12-28 16:30:28,2025-12-28 16:36:28,2025-12-28 16:46:16,35,15.8,6,1.88,0,0
D00034554,O00012369,S014,R006,2025-12-28 18:22:03,2025-12-28 18:27:03,2025-12-28 18:45:51,35,23.8,5,1.08,0,0
D00034556,O00012370,S014,R114,2025-12-28 20:11:33,2025-12-28 20:17:33,2025-12-28 20:39:51,35,28.3,6,1.97,0,0
D00034557,O00012371,S014,R110,2025-12-28 08:30:29,2025-12-28 08:25:29,2025-12-28 08:46:41,35,16.2,8,2.19,0,0
D00034561,O00012372,S014,R019,2025-12-28 07:32:00,2025-12-28 07:36:00,2025-12-28 07:56:36,35,24.6,4,3.05,0,0
D00034566,O00012373,S014,R128,2025-12-28 10:53:46,2025-12-28 11:01:46,2025-12-28 11:25:58,35,32.2,8,1.67,0,0
D00034568,O00012374,S014,R031,2025-12-29 07:25:59,2025-12-29 07:30:59,2025-12-29 08:03:11,35,52.8,5,2.73,1,1
D00034570,O00012375,S014,R136,2025-12-29 03:52:28,2025-12-29 04:00:28,2025-12-29 04:28:40,35,-54.7,8,3.56,1,1
D00034572,O00012376,S014,R099,2025-12-29 05:40:03,2025-12-29 05:42:03,2025-12-29 06:20:21,35,55.2,2,2.04,1,1
D00034575,O00012377,S014,R060,2025-12-29 20:35:11,2025-12-29 20:37:11,2025-12-29 21:11:35,35,57.3,2,2.94,1,1
D00034579,O00012378,S014,R021,2025-12-29 19:38:29,2025-12-29 19:41:29,2025-12-29 20:22:47,35,70.4,3,2.83,1,1
D00034583,O00012379,S014,R186,2025-12-29 10:22:01,2025-12-29 10:26:01,2025-12-29 10:57:07,35,55.1,4,2.68,1,1
D00034588,O00012380,S014,R028,2025-12-30 14:17:14,2025-12-30 14:25:14,2025-12-30 14:39:56,35,22.7,8,3.02,0,No
D00034590,O00012381,S014,R089,2025-12-30 09:38:19,2025-12-30 09:43:19,2025-12-30 10:04:31,35,26.2,5,2.65,0,0
D00034595,O00012382,S014,R153,2025-12-30 15:17:11,2025-12-30 15:12:11,2025-12-30 15:36:53,35,19.7,7,1.76,0,No
D00034599,O00012383,S014,R120,2025-12-30 17:05:30,2025-12-30 17:12:30,2025-12-30 17:24:42,35,19.2,7,3.19,0,0
D00034600,O00012384,S014,R063,2025-12-30 21:08:55,2025-12-30 21:11:55,2025-12-30 21:36:13,35,27.3,3,2,0,0
D00034604,O00012385,S014,R185,2025-12-30 20:39:08,2025-12-30 20:46:08,2025-12-30 21:00:56,35,21.8,7,2.93,0,No
D00034608,O00012386,S014,R064,2025-12-30 20:12:16,2025-12-30 20:14:16,2025-12-30 20:33:10,35,20.9,2,2.32,0,0
D00034612,O00012387,S014,R006,2025-12-30 22:33:46,2025-12-30 22:35:46,2025-12-30 22:51:58,35,18.2,2,2.84,0,No
D00034615,O00012388,S014,R091,2025-12-30 20:25:57,2025-12-30 20:27:57,2025-12-30 20:51:15,35,25.3,2,1.7,0,0
D00034620,O00012389,S014,R145,2025-12-30 20:45:43,2025-12-30 20:49:43,2025-12-30 21:10:37,35,24.9,4,2.39,0,0
D00034621,O00012390,S014,R032,2025-12-31 07:32:55,2025-12-31 07:35:55,2025-12-31 08:15:07,35,59.2,3,2.91,1,Yes
D00034622,O00012391,S014,R117,2025-12-31 09:41:52,2025-12-31 09:48:52,2025-12-31 10:29:04,35,65.3,7,2.14,1,1
D00034627,O00012392,S014,R061,2025-12-31 11:47:19,2025-12-31 11:53:19,2025-12-31 12:25:49,35,52.2,6,2.72,1,1
D00034631,O00012393,S014,R033,2025-12-31 12:52:47,2025-12-31 12:57:47,2025-12-31 13:33:41,35,63.9,5,2.74,1,Yes
D00034636,O00012394,S014,R166,2025-12-31 17:20:32,2025-12-31 17:23:32,2025-12-31 17:51:26,35,,3,2.84,1,1
D00034637,O00012395,S014,R018,2026-01-01 12:58:45,2026-01-01 13:02:45,2026-01-01 13:20:33,35,32.5,4,2.25,0,1
D00034639,O00012396,S014,R021,2026-01-01 07:00:37,2026-01-01 07:06:37,2026-01-01 07:36:43,35,50.5,6,1.55,1,1
D00034643,O00012397,S014,R091,2026-01-01 18:25:21,2026-01-01 18:33:21,2026-01-01 18:59:03,35,45.7,8,2.41,1,1
D00034648,O00012398,S014,R130,2026-01-01 20:52:57,2026-01-01 21:00:57,2026-01-01 21:35:03,35,57.1,8,2.68,1,1
D00034650,O00012399,S014,R113,2026-01-01 18:58:17,2026-01-01 19:06:17,2026-01-01 19:23:11,35,38.9,8,2.85,1,1
D00034658,O00012401,S014,R104,2026-01-01 20:09:54,2026-01-01 20:13:54,2026-01-01 20:41:54,35,49.9,4,2.13,1,1
D00034661,O00012402,S014,R112,2026-01-01 22:35:59,2026-01-01 22:42:59,2026-01-01 23:00:53,35,34.4,7,2.23,0,1
D00034665,O00012403,S014,R169,2026-01-02 21:10:12,2026-01-02 21:13:12,2026-01-02 21:40:36,35,39.8,3,3.32,1,Yes
D00034666,O00012404,S014,R054,2026-01-02 19:36:59,2026-01-02 19:40:59,2026-01-02 20:17:59,35,64,4,2.33,1,Yes
D00034670,O00012405,S014,R169,2026-01-02 12:59:18,2026-01-02 13:04:18,2026-01-02 13:29:54,35,40.3,5,2.9,1,Yes
D00034677,O00012407,S014,R155,2026-01-02 15:13:24,2026-01-02 15:18:24,2026-01-02 15:59:00,35,60.4,5,2.34,1,1
D00034679,O00012408,S014,R117,2026-01-02 20:24:16,2026-01-02 20:32:16,2026-01-02 21:01:52,35,58.2,8,3.5,1,1
D00034684,O00012409,S014,R096,2026-01-02 19:44:01,2026-01-02 19:46:01,2026-01-02 20:22:43,35,59.8,2,3.71,1,Yes
D00034686,O00012410,S014,R106,2026-01-02 19:23:02,2026-01-02 19:29:02,2026-01-02 19:58:56,35,-48.9,6,3.04,1,1
D00034689,O00012411,S014,R044,2026-01-02 19:54:16,2026-01-02 20:02:16,2026-01-02 20:27:04,35,43,8,2.37,1,1
D00034693,O00012412,S014,R105,2026-01-02 20:34:00,2026-01-02 20:38:00,2026-01-02 21:20:12,35,60.9,4,2.7,1,1
D00034696,O00012414,S014,R124,2026-01-02 23:29:49,2026-01-02 23:34:49,2026-01-03 00:10:37,35,58.6,5,2.27,1,Yes
D00034699,O00012416,S014,R072,2026-01-03 22:31:14,2026-01-03 22:37:14,2026-01-03 22:53:56,35,32.4,6,2.38,0,1
D00034700,O00012417,S014,R178,2026-01-03 15:59:45,2026-01-03 16:07:45,2026-01-03 16:36:09,35,49.3,8,3.25,1,1
D00034703,O00012418,S014,R006,2026-01-03 17:05:22,2026-01-03 17:08:22,2026-01-03 17:43:52,35,-60.5,3,2.63,1,1
D00034707,O00012419,S014,R098,2026-01-03 18:23:52,2026-01-03 18:25:52,2026-01-03 19:03:52,35,58.6,2,2.87,1,1
D00034710,O00012420,S014,R096,2026-01-03 19:44:09,2026-01-03 19:52:09,2026-01-03 20:21:51,35,58.1,8,1.48,1,1
D00034713,O00012421,S014,R031,2026-01-03 04:13:21,2026-01-03 04:16:21,2026-01-03 04:51:09,35,50.3,3,2.32,1,1
D00034715,O00012422,S014,R126,2026-01-03 18:21:01,2026-01-03 18:29:01,2026-01-03 19:00:49,35,63.4,8,1.66,1,1
D00034717,O00012423,S014,R189,2026-01-03 20:55:26,2026-01-03 20:58:26,2026-01-03 21:43:02,35,73.4,3,2.23,1,1
D00034719,O00012424,S014,R127,2026-01-03 11:19:53,2026-01-03 11:21:53,2026-01-03 12:08:53,35,67.9,2,3.42,1,1
D00034731,O00012427,S014,R199,2026-01-04 19:04:41,2026-01-04 19:12:41,2026-01-04 19:47:17,35,55.6,8,3.17,1,1
D00034734,O00012428,S014,R076,2026-01-04 08:39:23,2026-01-04 08:41:23,2026-01-04 09:11:05,35,42.8,2,2.37,1,Yes
D00034737,O00012429,S014,R171,2026-01-04 18:58:17,2026-01-04 19:06:17,2026-01-04 19:31:17,35,47,8,2.18,1,Yes
D00034739,O00012430,S014,R124,2026-01-04 21:07:54,2026-01-04 21:12:54,2026-01-04 21:46:00,35,49.6,5,2.41,1,1
D00034741,O00012431,S014,R059,2026-01-04 12:08:15,2026-01-04 12:12:15,2026-01-04 12:42:09,35,44.5,4,2.82,1,1
D00034746,O00012432,S014,R041,2026-01-04 11:38:01,2026-01-04 11:44:01,2026-01-04 12:13:43,35,47.5,6,2.32,1,1
D00034754,O00012434,S014,R135,2026-01-04 14:58:43,2026-01-04 15:05:43,2026-01-04 15:36:43,35,58.6,7,1.76,1,Yes
D00034756,O00012435,S014,R176,2026-01-05 19:31:09,2026-01-05 19:36:09,2026-01-05 19:59:39,35,-41.7,5,2.62,1,1
D00034757,O00012436,S014,R103,2026-01-05 07:14:15,2026-01-05 07:21:15,2026-01-05 07:53:21,35,53.1,7,2.82,1,1
D00034758,O00012437,S014,R105,2026-01-05 18:09:43,2026-01-05 18:15:43,2026-01-05 18:47:31,35,52.1,6,2.68,1,1
D00034762,O00012438,S014,R111,2026-01-05 07:28:33,2026-01-05 07:30:33,2026-01-05 08:13:45,35,67.5,2,2.69,1,Yes
D00034765,O00012439,S014,R175,2026-01-06 06:02:10,2026-01-06 06:05:10,2026-01-06 06:16:34,35,14.4,3,2.91,0,No
D00034766,O00012440,S014,R151,2026-01-06 14:44:22,2026-01-06 14:49:22,2026-01-06 15:04:40,35,20.3,5,2.41,0,No
D00034768,O00012441,S014,R044,2026-01-06 10:45:12,2026-01-06 10:47:12,2026-01-06 11:05:12,35,20,2,3.41,0,No
D00034770,O00012442,S014,R060,2026-01-06 10:34:50,2026-01-06 10:40:50,2026-01-06 10:49:26,35,14.6,6,3,0,0
D00034772,O00012443,S014,R074,2026-01-06 18:39:20,2026-01-06 18:34:20,2026-01-06 19:11:02,35,31.7,6,2.3,0,0
D00034773,O00012444,S014,R066,2026-01-07 07:49:39,2026-01-07 07:51:39,2026-01-07 08:23:15,35,46.9,2,2.39,1,1
D00034774,O00012445,S014,R069,2026-01-07 20:16:23,2026-01-07 20:19:23,2026-01-07 20:53:41,35,56.1,3,2.45,1,1
D00034778,O00012446,S014,R009,2026-01-07 16:56:52,2026-01-07 17:01:52,2026-01-07 17:34:16,35,57.4,5,2.99,1,1
D00034781,O00012447,S014,R145,2026-01-07 11:13:38,2026-01-07 11:20:38,2026-01-07 11:48:02,35,47.9,7,3.61,1,Yes
D00034782,O00012448,S014,R119,2026-01-08 22:13:05,2026-01-08 22:16:05,2026-01-08 22:46:29,35,47.1,3,1.39,1,1
