customer_id,city,locality,age_group,acquisition_channel,signup_date,is_app_user
C03388,Bengaluru,BTM Layout,25-34,organic,2024-07-26 00:00:00,1
C03389,Bengaluru,Indiranagar,25-34,influencer,2024-09-20 00:00:00,1
C03390,Bengaluru,Marathahalli,45-54,organic,2024-10-22 00:00:00,1
C03391,Bengaluru,HSR Layout,18-24,paid_app_install,2025-11-19 00:00:00,1
C03392,,Electronic City,35-44,organic,2026-03-31 00:00:00,0
C03393,Bengaluru,Electronic City,25-34,paid_app_install,2024-07-19 00:00:00,1
C03394,Bengaluru,HSR Layout,35-44,paid_app_install,2025-01-20 00:00:00,0
C03395,Bengaluru,Electronic City,45-54,paid_app_install,2024-08-25 00:00:00,1
C03396,Bengaluru,Yelahanka,25-34,organic,2024-06-02 00:00:00,1
C03397,Bengaluru,Bellandur,25-34,INFLUENCER,2024-06-02 00:00:00,1
C03398,Bengaluru,Bellandur,35-44,organic,2024-09-20 00:00:00,0
C03399,Bengaluru,Koramangala,25-34,PAID_APP_INSTALL,2024-09-29 00:00:00,1
C03400,Bengaluru,BTM Layout,35-44,paid_app_install,2024-06-05 00:00:00,1
C03401,Bengaluru,Indiranagar,35-44,influencer,2024-12-27 00:00:00,0
C03402,Bengaluru,Indiranagar,18-24,paid_app_install,2024-08-02 00:00:00,1
C03403,Bengaluru,Yelahanka,35-44,organic,2024-10-26 00:00:00,1
C03404,Bengaluru,HSR Layout,25-34,influencer,2024-08-04 00:00:00,1
C03405,,Jayanagar,45-54,ORGANIC,2024-07-03 00:00:00,1
C03406,Bengaluru,Bellandur,25-34,word_of_mouth,2024-09-03 00:00:00,0
C03407,Bengaluru,Electronic City,35-44,COUPON,2024-07-18 00:00:00,1
C03408,Bengaluru,Yelahanka,25-34,PAID_APP_INSTALL,2024-10-16 00:00:00,1
C03409,Bengaluru,Koramangala,25-34,coupon,2024-07-10 00:00:00,1
C03410,Bengaluru,Indiranagar,25-34,referral,2024-10-06 00:00:00,1
C03411,Bengaluru,Whitefield,35-44,Coupon,2024-07-01 00:00:00,1
C03412,Bengaluru,Indiranagar,25-34,REFERRAL,2024-12-18 00:00:00,1
C03413,Bengaluru,Indiranagar,45-54,paid_app_install,2025-02-08 00:00:00,1
C03414,Bengaluru,HSR Layout,25-34,Paid_App_Install,2024-06-22 00:00:00,1
C03415,Bengaluru,Bellandur,35-44,ORGANIC,2024-09-22 00:00:00,1
C03416,Bengaluru,BTM Layout,35-44,referral,2024-06-14 00:00:00,1
C03417,Bengaluru,HSR Layout,18-24,organic,2024-11-12 00:00:00,1
C03418,Bengaluru,Marathahalli,25-34,word_of_mouth,2024-07-26 00:00:00,1
C03419,Bengaluru,Koramangala,25-34,organic,2024-10-13 00:00:00,1
C03420,,Indiranagar,25-34,influencer,2024-10-10 00:00:00,0
C03421,Bengaluru,Jayanagar,25-34,paid_app_install,2025-09-08 00:00:00,1
C03422,Bengaluru,Marathahalli,35-44,organic,2024-10-22 00:00:00,1
C03423,Bengaluru,Jayanagar,25-34,referral,2024-11-05 00:00:00,1
C03424,Bengaluru,Indiranagar,35-44,influencer,2024-09-01 00:00:00,1
C03425,Bengaluru,Bellandur,45-54,Organic,2025-11-18 00:00:00,1
C03426,Bengaluru,Marathahalli,25-34,paid_app_install,2025-02-26 00:00:00,1
C03427,Bengaluru,BTM Layout,35-44,organic,2024-07-31 00:00:00,1
C03428,Bengaluru,Marathahalli,18-24,organic,2025-05-01 00:00:00,1
C03429,Bengaluru,Electronic City,45-54,influencer,2024-09-10 00:00:00,1
C03430,Bengaluru,BTM Layout,25-34,Referral,2025-04-14 00:00:00,1
C03431,Bengaluru,BTM Layout,35-44,coupon,2025-04-08 00:00:00,1
C03432,Bengaluru,Yelahanka,55+,coupon,2024-07-08 00:00:00,1
C03433,Bengaluru,Jayanagar,25-34,referral,2025-01-04 00:00:00,1
C03434,Bengaluru,Whitefield,35-44,referral,2024-08-01 00:00:00,1
C03435,Bengaluru,Jayanagar,25-34,referral,2024-08-03 00:00:00,1
C03436,Bengaluru,HSR Layout,18-24,organic,2024-08-03 00:00:00,1
C03437,Bengaluru,Koramangala,35-44,influencer,2025-01-19 00:00:00,0
C03438,,Marathahalli,18-24,paid_app_install,2024-07-18 00:00:00,1
C03439,Bengaluru,Electronic City,35-44,referral,2024-06-01 00:00:00,1
C03440,,Electronic City,18-24,Organic,2025-01-13 00:00:00,0
C03441,Bengaluru,HSR Layout,45-54,referral,2024-07-04 00:00:00,1
C03442,Bengaluru,BTM Layout,18-24,ORGANIC,2024-06-20 00:00:00,1
C03443,,Koramangala,25-34,paid_app_install,2024-07-19 00:00:00,0
C03444,Bengaluru,Yelahanka,25-34,Referral,2024-08-26 00:00:00,1
C03445,Bengaluru,Yelahanka,25-34,referral,2024-09-25 00:00:00,1
C03446,Bengaluru,Marathahalli,25-34,referral,2024-06-09 00:00:00,1
C03447,Bengaluru,Bellandur,25-34,coupon,2026-02-25 00:00:00,0
C03448,Bengaluru,Jayanagar,25-34,organic,2025-01-13 00:00:00,1
C03449,Bengaluru,Marathahalli,25-34,coupon,2024-08-10 00:00:00,1
C03450,Bengaluru,Indiranagar,25-34,referral,2024-08-09 00:00:00,1
C03451,Bengaluru,Whitefield,25-34,coupon,2024-09-16 00:00:00,1
C03452,Bengaluru,Marathahalli,25-34,paid_app_install,2024-11-25 00:00:00,1
C03453,Bengaluru,Marathahalli,55+,organic,2024-06-29 00:00:00,1
C03454,Bengaluru,HSR Layout,25-34,paid_app_install,2024-07-08 00:00:00,1
C03455,Bengaluru,Yelahanka,25-34,influencer,2025-05-20 00:00:00,1
C03456,Bengaluru,Koramangala,25-34,organic,2024-07-24 00:00:00,1
C03457,Bengaluru,BTM Layout,45-54,organic,2024-08-26 00:00:00,1
C03458,Bengaluru,Jayanagar,18-24,influencer,2025-06-05 00:00:00,1
C03459,,Jayanagar,35-44,INFLUENCER,2024-12-13 00:00:00,1
C03460,Bengaluru,Marathahalli,25-34,paid_app_install,2024-08-15 00:00:00,0
C03461,Bengaluru,HSR Layout,18-24,paid_app_install,2024-12-25 00:00:00,1
C03462,Bengaluru,Koramangala,35-44,influencer,2024-06-04 00:00:00,1
C03463,Bengaluru,Marathahalli,25-34,paid_app_install,2025-01-26 00:00:00,1
C03464,Bengaluru,Marathahalli,25-34,influencer,2024-09-29 00:00:00,1
C03465,Bengaluru,Koramangala,35-44,organic,2025-03-29 00:00:00,1
C03466,Bengaluru,Jayanagar,35-44,coupon,2025-12-09 00:00:00,1
C03467,Bengaluru,Whitefield,45-54,organic,2025-09-12 00:00:00,1
C03468,,Marathahalli,35-44,referral,2025-08-06 00:00:00,1
C03469,Bengaluru,Bellandur,35-44,paid_app_install,2024-10-08 00:00:00,1
C03470,Bengaluru,Koramangala,35-44,referral,2024-08-20 00:00:00,1
C03471,Bengaluru,Indiranagar,18-24,organic,2024-09-21 00:00:00,0
C03472,Bengaluru,Bellandur,35-44,organic,2024-12-28 00:00:00,0
C03473,Bengaluru,Marathahalli,35-44,influencer,2025-06-23 00:00:00,1
C03474,Bengaluru,Jayanagar,18-24,word_of_mouth,2024-07-12 00:00:00,1
C03475,Bengaluru,Bellandur,25-34,influencer,2025-08-25 00:00:00,1
C03476,Bengaluru,Bellandur,18-24,Referral,2025-03-31 00:00:00,1
C03477,Bengaluru,Yelahanka,35-44,referral,2026-03-31 00:00:00,1
C03478,Bengaluru,BTM Layout,25-34,Organic,2025-06-18 00:00:00,1
C03479,Bengaluru,Whitefield,55+,organic,2024-07-30 00:00:00,1
C03480,Bengaluru,Whitefield,25-34,organic,2024-06-21 00:00:00,1
C03481,Bengaluru,Koramangala,35-44,REFERRAL,2024-06-22 00:00:00,1
C03482,Bengaluru,BTM Layout,25-34,organic,2024-08-01 00:00:00,1
C03483,Bengaluru,HSR Layout,35-44,organic,2024-11-19 00:00:00,1
C03484,Bengaluru,Electronic City,35-44,paid_app_install,2025-03-21 00:00:00,1
C03485,Bengaluru,BTM Layout,35-44,Coupon,2025-07-19 00:00:00,1
C03486,Bengaluru,Marathahalli,35-44,coupon,2024-11-23 00:00:00,1
C03487,Bengaluru,HSR Layout,45-54,influencer,2024-06-02 00:00:00,1
C03488,Bengaluru,Indiranagar,18-24,ORGANIC,2024-07-08 00:00:00,1
C03489,Bengaluru,Indiranagar,25-34,PAID_APP_INSTALL,2024-06-19 00:00:00,1
C03490,Bengaluru,Whitefield,35-44,organic,2024-08-21 00:00:00,1
C03491,Bengaluru,Indiranagar,25-34,influencer,2024-10-04 00:00:00,1
C03492,Bengaluru,Marathahalli,25-34,Paid_App_Install,2024-06-08 00:00:00,0
C03493,Bengaluru,Electronic City,25-34,paid_app_install,2024-08-17 00:00:00,1
C03494,Bengaluru,Electronic City,25-34,word_of_mouth,2024-07-06 00:00:00,1
C03495,Bengaluru,Marathahalli,25-34,Paid_App_Install,2024-12-05 00:00:00,1
C03496,Bengaluru,Koramangala,35-44,influencer,2024-09-21 00:00:00,1
C03497,Bengaluru,Electronic City,25-34,organic,2024-10-02 00:00:00,1
C03498,Bengaluru,Electronic City,18-24,coupon,2024-09-09 00:00:00,1
C03499,Bengaluru,Koramangala,18-24,organic,2025-12-15 00:00:00,0
C03500,Bengaluru,Jayanagar,45-54,coupon,2024-07-14 00:00:00,0
C03501,Bengaluru,HSR Layout,55+,referral,2024-10-09 00:00:00,0
C03502,Bengaluru,Bellandur,35-44,organic,2025-01-26 00:00:00,1
C03503,Bengaluru,Yelahanka,25-34,paid_app_install,2024-10-25 00:00:00,0
C03504,Bengaluru,Indiranagar,45-54,organic,2025-09-20 00:00:00,1
C03505,Bengaluru,Electronic City,35-44,paid_app_install,2024-08-25 00:00:00,1
C03506,Bengaluru,Marathahalli,35-44,organic,2024-09-21 00:00:00,1
C03507,Bengaluru,Yelahanka,35-44,coupon,2024-06-17 00:00:00,1
C03508,,Whitefield,25-34,influencer,2024-11-17 00:00:00,1
C03509,Bengaluru,Bellandur,25-34,influencer,2024-08-01 00:00:00,1
C03510,Bengaluru,Indiranagar,25-34,Referral,2024-07-02 00:00:00,1
C03511,Bengaluru,HSR Layout,25-34,organic,2024-10-20 00:00:00,1
C03512,Bengaluru,Indiranagar,35-44,paid_app_install,2024-10-15 00:00:00,1
C03513,,Yelahanka,45-54,organic,2024-06-15 00:00:00,1
C03514,Bengaluru,Bellandur,35-44,referral,2025-01-02 00:00:00,0
C03515,Bengaluru,Electronic City,25-34,influencer,2024-11-23 00:00:00,1
C03516,Bengaluru,Yelahanka,18-24,referral,2024-07-08 00:00:00,1
C03517,Bengaluru,Indiranagar,18-24,organic,2024-09-23 00:00:00,1
C03518,Bengaluru,HSR Layout,25-34,organic,2025-01-16 00:00:00,0
C03519,Bengaluru,Indiranagar,25-34,organic,2024-10-14 00:00:00,1
C03520,Bengaluru,Koramangala,35-44,Coupon,2024-08-30 00:00:00,1
C03521,Bengaluru,Koramangala,18-24,Organic,2024-08-10 00:00:00,1
C03522,Bengaluru,Whitefield,55+,word_of_mouth,2024-11-17 00:00:00,0
C03523,,Koramangala,25-34,organic,2025-10-17 00:00:00,1
C03524,,Indiranagar,35-44,organic,2024-12-18 00:00:00,1
C03525,Bengaluru,Koramangala,25-34,influencer,2024-06-14 00:00:00,1
C03526,Bengaluru,Koramangala,18-24,ORGANIC,2024-09-20 00:00:00,0
C03527,Bengaluru,Yelahanka,35-44,influencer,2025-07-04 00:00:00,1
C03528,Bengaluru,Jayanagar,35-44,Coupon,2024-06-18 00:00:00,1
C03529,Bengaluru,Yelahanka,25-34,organic,2026-03-31 00:00:00,1
C03530,,Whitefield,25-34,paid_app_install,2025-11-18 00:00:00,1
C03531,,HSR Layout,18-24,referral,2024-06-15 00:00:00,1
C03532,Bengaluru,Bellandur,35-44,organic,2025-10-01 00:00:00,1
C03533,Bengaluru,HSR Layout,45-54,organic,2024-08-21 00:00:00,0
C03534,Bengaluru,HSR Layout,18-24,coupon,2025-05-02 00:00:00,1
C03535,Bengaluru,Koramangala,25-34,ORGANIC,2024-09-06 00:00:00,0
C03536,Bengaluru,Indiranagar,45-54,COUPON,2024-09-13 00:00:00,1
C03537,Bengaluru,Koramangala,25-34,Influencer,2024-11-29 00:00:00,0
C03538,Bengaluru,HSR Layout,35-44,organic,2025-02-24 00:00:00,1
C03539,Bengaluru,Marathahalli,25-34,referral,2024-06-07 00:00:00,1
C03540,Bengaluru,Indiranagar,25-34,paid_app_install,2024-11-09 00:00:00,1
C03541,Bengaluru,Koramangala,25-34,Paid_App_Install,2024-07-08 00:00:00,1
C03542,Bengaluru,Bellandur,25-34,referral,2024-08-16 00:00:00,1
C03543,Bengaluru,Koramangala,18-24,coupon,2024-08-16 00:00:00,1
C03544,Bengaluru,HSR Layout,35-44,organic,2024-09-22 00:00:00,1
C03545,Bengaluru,Electronic City,35-44,COUPON,2024-08-13 00:00:00,1
C03546,Bengaluru,Koramangala,35-44,paid_app_install,2024-06-21 00:00:00,1
C03547,Bengaluru,Indiranagar,35-44,paid_app_install,2024-06-29 00:00:00,1
C03548,Bengaluru,Whitefield,25-34,paid_app_install,2024-06-07 00:00:00,1
C03549,Bengaluru,HSR Layout,18-24,influencer,2024-09-23 00:00:00,1
C03550,Bengaluru,BTM Layout,35-44,influencer,2025-12-09 00:00:00,1
C03551,Bengaluru,Bellandur,25-34,influencer,2024-06-23 00:00:00,1
C03552,Bengaluru,Indiranagar,25-34,referral,2025-11-09 00:00:00,1
C03553,Bengaluru,BTM Layout,18-24,Influencer,2025-01-24 00:00:00,1
C03554,Bengaluru,BTM Layout,18-24,organic,2024-11-30 00:00:00,1
C03555,Bengaluru,Koramangala,25-34,referral,2024-12-04 00:00:00,1
C03556,Bengaluru,Marathahalli,35-44,organic,2025-04-12 00:00:00,1
C03557,Bengaluru,HSR Layout,45-54,organic,2024-06-21 00:00:00,1
C03558,Bengaluru,Whitefield,45-54,Referral,2024-10-05 00:00:00,1
C03559,Bengaluru,Indiranagar,45-54,coupon,2025-01-01 00:00:00,1
C03560,Bengaluru,Whitefield,45-54,referral,2024-11-07 00:00:00,1
C03561,Bengaluru,HSR Layout,25-34,Paid_App_Install,2025-04-18 00:00:00,1
C03562,,Bellandur,25-34,organic,2024-06-14 00:00:00,1
C03563,Bengaluru,Indiranagar,35-44,referral,2024-12-29 00:00:00,1
C03564,,Whitefield,25-34,organic,2024-10-16 00:00:00,0
C03565,Bengaluru,Whitefield,25-34,organic,2024-08-25 00:00:00,1
C03566,Bengaluru,Jayanagar,25-34,influencer,2024-08-14 00:00:00,1
C03567,Bengaluru,BTM Layout,25-34,influencer,2024-11-22 00:00:00,1
C03568,Bengaluru,Marathahalli,25-34,organic,2025-07-04 00:00:00,1
C03569,Bengaluru,Bellandur,18-24,referral,2024-10-02 00:00:00,1
C03570,Bengaluru,Electronic City,25-34,coupon,2025-04-10 00:00:00,0
C03571,Bengaluru,HSR Layout,45-54,organic,2024-09-01 00:00:00,1
C03572,Bengaluru,BTM Layout,25-34,organic,2024-06-20 00:00:00,1
C03573,Bengaluru,Bellandur,45-54,influencer,2024-06-12 00:00:00,1
C03574,Bengaluru,Yelahanka,25-34,organic,2024-06-10 00:00:00,1
C03575,Bengaluru,Electronic City,18-24,Word_Of_Mouth,2024-08-26 00:00:00,1
C03576,Bengaluru,HSR Layout,25-34,influencer,2024-08-14 00:00:00,1
C03577,Bengaluru,Koramangala,25-34,referral,2025-01-14 00:00:00,0
C03578,Bengaluru,Whitefield,35-44,referral,2025-01-31 00:00:00,1
C03579,Bengaluru,Jayanagar,35-44,influencer,2024-06-10 00:00:00,1
C03580,Bengaluru,BTM Layout,35-44,organic,2024-07-15 00:00:00,1
C03581,Bengaluru,Whitefield,45-54,coupon,2024-07-28 00:00:00,0
C03582,Bengaluru,Bellandur,25-34,influencer,2024-10-21 00:00:00,1
C03583,Bengaluru,HSR Layout,25-34,organic,2024-06-29 00:00:00,1
C03584,Bengaluru,Electronic City,25-34,influencer,2024-06-26 00:00:00,0
C03585,Bengaluru,Whitefield,18-24,organic,2025-11-01 00:00:00,1
C03586,,HSR Layout,25-34,organic,2025-03-21 00:00:00,1
C03587,Bengaluru,Whitefield,25-34,influencer,2024-07-06 00:00:00,1
C03588,Bengaluru,Jayanagar,25-34,influencer,2024-09-02 00:00:00,1
C03589,Bengaluru,Indiranagar,18-24,influencer,2024-08-19 00:00:00,0
C03590,Bengaluru,Koramangala,18-24,Organic,2025-03-09 00:00:00,0
C03591,Bengaluru,Yelahanka,35-44,influencer,2024-10-07 00:00:00,0
C03592,Bengaluru,Koramangala,35-44,organic,2024-06-25 00:00:00,1
C03593,Bengaluru,BTM Layout,35-44,Influencer,2025-01-28 00:00:00,1
C03594,Bengaluru,BTM Layout,35-44,INFLUENCER,2024-08-31 00:00:00,1
C03595,Bengaluru,Whitefield,18-24,influencer,2024-07-25 00:00:00,1
C03596,Bengaluru,Marathahalli,25-34,coupon,2024-08-24 00:00:00,1
C03597,Bengaluru,Koramangala,18-24,coupon,2024-10-02 00:00:00,1
C03598,Bengaluru,BTM Layout,35-44,word_of_mouth,2024-08-15 00:00:00,0
C03599,Bengaluru,HSR Layout,35-44,word_of_mouth,2024-07-20 00:00:00,0
C03600,Bengaluru,Marathahalli,25-34,paid_app_install,2024-08-31 00:00:00,1
C03601,Bengaluru,Koramangala,25-34,word_of_mouth,2024-06-04 00:00:00,1
C03602,Bengaluru,BTM Layout,55+,COUPON,2025-02-22 00:00:00,1
C03603,Bengaluru,Koramangala,25-34,paid_app_install,2024-07-04 00:00:00,1
C03604,Bengaluru,HSR Layout,35-44,organic,2024-06-09 00:00:00,1
C03605,Bengaluru,Koramangala,25-34,organic,2024-12-08 00:00:00,0
C03606,Bengaluru,Koramangala,25-34,PAID_APP_INSTALL,2025-02-23 00:00:00,1
C03607,Bengaluru,Bellandur,35-44,referral,2025-03-30 00:00:00,1
C03608,Bengaluru,HSR Layout,35-44,paid_app_install,2024-10-01 00:00:00,1
C03609,Bengaluru,Electronic City,35-44,referral,2024-07-12 00:00:00,1
C03610,Bengaluru,Yelahanka,25-34,referral,2025-01-27 00:00:00,1
C03611,Bengaluru,BTM Layout,25-34,paid_app_install,2025-01-03 00:00:00,1
C03612,,Koramangala,35-44,coupon,2024-07-21 00:00:00,1
C03613,Bengaluru,HSR Layout,25-34,organic,2025-07-26 00:00:00,1
C03614,Bengaluru,Bellandur,25-34,coupon,2024-06-20 00:00:00,1
C03615,Bengaluru,HSR Layout,45-54,paid_app_install,2026-03-31 00:00:00,1
C03616,Bengaluru,Indiranagar,25-34,referral,2025-05-21 00:00:00,1
C03617,,BTM Layout,25-34,referral,2024-12-27 00:00:00,1
C03618,,Bellandur,35-44,organic,2025-10-16 00:00:00,1
C03619,Bengaluru,Bellandur,55+,ORGANIC,2025-01-17 00:00:00,1
C03620,Bengaluru,Koramangala,25-34,referral,2024-07-09 00:00:00,1
C03621,Bengaluru,Marathahalli,25-34,organic,2024-09-14 00:00:00,1
C03622,Bengaluru,Koramangala,35-44,organic,2024-06-14 00:00:00,1
C03623,Bengaluru,Koramangala,35-44,paid_app_install,2024-08-28 00:00:00,1
C03624,Bengaluru,Electronic City,35-44,influencer,2025-01-30 00:00:00,1
C03625,Bengaluru,Koramangala,25-34,influencer,2024-08-27 00:00:00,1
C03626,Bengaluru,Koramangala,25-34,organic,2024-08-12 00:00:00,1
C03627,Bengaluru,Indiranagar,35-44,paid_app_install,2024-11-10 00:00:00,1
C03628,Bengaluru,Electronic City,45-54,coupon,2025-06-06 00:00:00,1
C03629,Bengaluru,Bellandur,45-54,influencer,2024-06-09 00:00:00,1
C03630,Bengaluru,Marathahalli,18-24,coupon,2024-08-27 00:00:00,1
C03631,,Jayanagar,25-34,paid_app_install,2024-07-02 00:00:00,1
C03632,Bengaluru,Koramangala,25-34,Paid_App_Install,2024-12-31 00:00:00,1
C03633,Bengaluru,Whitefield,55+,paid_app_install,2024-06-21 00:00:00,0
C03634,Bengaluru,HSR Layout,35-44,organic,2024-12-14 00:00:00,1
C03635,Bengaluru,Indiranagar,25-34,organic,2024-07-31 00:00:00,1
C03636,Bengaluru,Whitefield,18-24,organic,2024-07-10 00:00:00,1
C03637,Bengaluru,Electronic City,25-34,organic,2025-10-09 00:00:00,1
C03638,Bengaluru,Indiranagar,18-24,organic,2024-06-04 00:00:00,1
C03639,Bengaluru,HSR Layout,35-44,coupon,2024-09-12 00:00:00,1
C03640,Bengaluru,Koramangala,35-44,organic,2024-06-04 00:00:00,0
C03641,Bengaluru,Koramangala,25-34,word_of_mouth,2024-09-27 00:00:00,1
C03642,Bengaluru,Electronic City,25-34,influencer,2024-10-04 00:00:00,1
C03643,Bengaluru,Whitefield,45-54,organic,2024-08-09 00:00:00,1
C03644,Bengaluru,Whitefield,25-34,referral,2024-06-26 00:00:00,1
C03645,Bengaluru,Jayanagar,25-34,organic,2024-08-25 00:00:00,1
C03646,Bengaluru,Koramangala,45-54,word_of_mouth,2024-12-18 00:00:00,1
C03647,Bengaluru,Whitefield,35-44,Paid_App_Install,2025-03-02 00:00:00,1
C03648,Bengaluru,Whitefield,35-44,organic,2024-10-15 00:00:00,1
C03649,Bengaluru,Marathahalli,25-34,Coupon,2024-11-08 00:00:00,1
C03650,Bengaluru,Yelahanka,18-24,PAID_APP_INSTALL,2024-07-11 00:00:00,1
C03651,Bengaluru,Jayanagar,18-24,organic,2024-07-31 00:00:00,1
C03652,Bengaluru,Whitefield,25-34,influencer,2024-07-02 00:00:00,1
C03653,Bengaluru,Bellandur,35-44,influencer,2024-07-22 00:00:00,1
C03654,Bengaluru,Koramangala,25-34,Organic,2024-07-16 00:00:00,1
C03655,Bengaluru,Indiranagar,35-44,paid_app_install,2024-10-10 00:00:00,1
C03656,Bengaluru,Koramangala,25-34,Organic,2024-10-27 00:00:00,1
C03657,Bengaluru,HSR Layout,25-34,referral,2025-11-04 00:00:00,1
C03658,Bengaluru,BTM Layout,55+,organic,2024-07-10 00:00:00,1
C03659,Bengaluru,Marathahalli,25-34,word_of_mouth,2024-12-02 00:00:00,0
C03660,Bengaluru,Electronic City,25-34,paid_app_install,2025-04-02 00:00:00,1
C03661,Bengaluru,BTM Layout,25-34,organic,2024-10-26 00:00:00,1
C03662,Bengaluru,BTM Layout,18-24,referral,2024-07-23 00:00:00,1
C03663,Bengaluru,Indiranagar,25-34,organic,2024-07-25 00:00:00,1
C03664,Bengaluru,Indiranagar,25-34,paid_app_install,2024-06-08 00:00:00,1
C03665,Bengaluru,BTM Layout,35-44,ORGANIC,2024-08-05 00:00:00,1
C03666,Bengaluru,Whitefield,35-44,paid_app_install,2025-02-01 00:00:00,1
C03667,Bengaluru,Bellandur,25-34,coupon,2024-06-09 00:00:00,1
C03668,Bengaluru,Koramangala,18-24,influencer,2024-07-15 00:00:00,1
C03669,Bengaluru,Indiranagar,35-44,organic,2025-01-07 00:00:00,1
C03670,Bengaluru,Whitefield,18-24,REFERRAL,2025-03-02 00:00:00,1
C03671,Bengaluru,Koramangala,35-44,referral,2024-09-18 00:00:00,1
C03672,Bengaluru,Indiranagar,35-44,influencer,2025-01-02 00:00:00,1
C03673,Bengaluru,Jayanagar,25-34,influencer,2024-08-28 00:00:00,1
C03674,Bengaluru,Indiranagar,35-44,influencer,2024-07-02 00:00:00,1
C03675,Bengaluru,Marathahalli,45-54,referral,2024-08-31 00:00:00,0
C03676,Bengaluru,HSR Layout,35-44,coupon,2024-11-04 00:00:00,1
C03677,Bengaluru,Koramangala,25-34,organic,2025-11-15 00:00:00,1
C03678,Bengaluru,HSR Layout,25-34,referral,2024-06-13 00:00:00,1
C03679,Bengaluru,Bellandur,45-54,paid_app_install,2024-10-06 00:00:00,1
C03680,Bengaluru,Whitefield,25-34,organic,2024-08-11 00:00:00,1
C03681,Bengaluru,Jayanagar,35-44,Paid_App_Install,2024-10-06 00:00:00,1
C03682,Bengaluru,Indiranagar,18-24,paid_app_install,2024-06-05 00:00:00,1
C03683,Bengaluru,Bellandur,18-24,INFLUENCER,2024-08-07 00:00:00,1
C03684,Bengaluru,Koramangala,35-44,organic,2025-04-05 00:00:00,0
C03685,,Marathahalli,35-44,organic,2024-10-24 00:00:00,1
C03686,Bengaluru,BTM Layout,35-44,referral,2024-09-16 00:00:00,1
C03687,Bengaluru,Electronic City,45-54,organic,2024-07-31 00:00:00,1
C03688,Bengaluru,HSR Layout,18-24,word_of_mouth,2024-08-03 00:00:00,1
C03689,Bengaluru,Indiranagar,25-34,influencer,2024-08-26 00:00:00,1
C03690,Bengaluru,Indiranagar,45-54,ORGANIC,2025-04-21 00:00:00,1
C03691,Bengaluru,Bellandur,18-24,COUPON,2026-02-06 00:00:00,1
C03692,Bengaluru,BTM Layout,35-44,paid_app_install,2024-09-12 00:00:00,1
C03693,Bengaluru,Bellandur,25-34,Organic,2024-08-29 00:00:00,1
C03694,Bengaluru,Koramangala,18-24,referral,2025-05-04 00:00:00,1
C03695,Bengaluru,HSR Layout,25-34,organic,2024-09-09 00:00:00,1
C03696,,Indiranagar,25-34,word_of_mouth,2024-10-23 00:00:00,1
C03697,Bengaluru,Yelahanka,45-54,referral,2024-07-18 00:00:00,0
C03698,Bengaluru,Marathahalli,35-44,COUPON,2025-01-31 00:00:00,1
C03699,Bengaluru,Yelahanka,35-44,Referral,2024-10-15 00:00:00,1
C03700,Bengaluru,Koramangala,25-34,coupon,2025-03-26 00:00:00,1
C03701,Bengaluru,Marathahalli,25-34,organic,2025-03-01 00:00:00,1
C03702,Bengaluru,Marathahalli,18-24,word_of_mouth,2024-07-14 00:00:00,0
C03703,Bengaluru,HSR Layout,25-34,coupon,2025-01-13 00:00:00,1
C03704,Bengaluru,Bellandur,18-24,referral,2025-03-17 00:00:00,1
C03705,Bengaluru,Yelahanka,25-34,paid_app_install,2024-08-16 00:00:00,1
C03706,Bengaluru,Electronic City,25-34,paid_app_install,2024-07-05 00:00:00,1
C03707,Bengaluru,Jayanagar,25-34,coupon,2024-06-01 00:00:00,1
C03708,Bengaluru,HSR Layout,18-24,referral,2024-09-16 00:00:00,1
C03709,Bengaluru,HSR Layout,25-34,referral,2024-08-18 00:00:00,1
C03710,Bengaluru,Yelahanka,25-34,coupon,2024-10-24 00:00:00,1
C03711,Bengaluru,Indiranagar,18-24,Paid_App_Install,2024-07-08 00:00:00,1
C03712,Bengaluru,Jayanagar,45-54,referral,2025-05-20 00:00:00,1
C03713,Bengaluru,Jayanagar,18-24,paid_app_install,2024-07-24 00:00:00,1
C03714,Bengaluru,Marathahalli,45-54,organic,2024-07-17 00:00:00,1
C03715,Bengaluru,Yelahanka,18-24,paid_app_install,2024-09-26 00:00:00,1
C03716,Bengaluru,HSR Layout,45-54,organic,2024-10-03 00:00:00,1
C03717,Bengaluru,HSR Layout,18-24,organic,2024-07-14 00:00:00,0
C03718,Bengaluru,Indiranagar,35-44,referral,2024-07-28 00:00:00,1
C03719,Bengaluru,Whitefield,25-34,referral,2024-07-04 00:00:00,1
C03720,Bengaluru,Koramangala,35-44,influencer,2025-01-15 00:00:00,1
C03721,Bengaluru,HSR Layout,25-34,influencer,2025-02-20 00:00:00,1
C03722,,Bellandur,18-24,Referral,2024-09-20 00:00:00,1
C03723,Bengaluru,Yelahanka,35-44,organic,2025-01-12 00:00:00,1
C03724,Bengaluru,Koramangala,18-24,paid_app_install,2025-01-26 00:00:00,1
C03725,,HSR Layout,45-54,referral,2024-06-27 00:00:00,1
C03726,Bengaluru,Electronic City,18-24,referral,2026-01-31 00:00:00,1
C03727,Bengaluru,Indiranagar,25-34,influencer,2025-04-06 00:00:00,1
C03728,Bengaluru,Indiranagar,35-44,COUPON,2024-07-12 00:00:00,1
C03729,Bengaluru,Koramangala,25-34,Paid_App_Install,2024-07-08 00:00:00,1
